"KorhazRovid";"Korhaz";"SzakmaKod";"SzakmaMegnev";"OsszesAgy";"MukodoIAgy";"MukodoIIAgy";"TartoSzuneteloAgy";"OsszesAtlagAgy";"MukodoAtlagAgy";"ElbocsatottBetegSzam";"EltavozottBetegSzam";"MasOsztalyBetegSzam";"MeghaltBetegSzam";"EgynaposEsetSzam";"TeljesithetoApolasiNapSzam";"TeljesitettApolasiNapSzam";"ApolasAtlTartam";"Agykihasznalas";"Halalozas";"Ev";"Fenntarto"
"0101";"0101 Szent Imre Egyetemi Oktatókórház (NEAK kód: 2889)";"20";"Plasztikai- és égéssebészet";5;5;5;0;5;5;288;288;0;0;13;1825;1021;3,55;55,95;0;2017;"Központi eü. intézmény"
"0101";"0101 Szent Imre Egyetemi Oktatókórház (NEAK kód: 2889)";"40";"Kardiológia";57;57;57;0;57;57;2270;1776;354;140;1;20805;16278;7,14;78,24;6,17;2017;"Központi eü. intézmény"
"0101";"0101 Szent Imre Egyetemi Oktatókórház (NEAK kód: 2889)";"46";"Sürgosségi betegellátás";10;10;10;0;10;10;1009;654;281;74;0;3650;982;0,97;26,9;7,33;2017;"Központi eü. intézmény"
"0106";"0106 Szent János Kórház és Észak-budai Egyesített Kórházak (NEAK kód: 2880)";"01";"Belgyógyászat";145;139;139;6;145;139;4302;3155;738;409;5;50735;29690;6,87;58,52;9,51;2017;"Központi eü. intézmény"
"0106";"0106 Szent János Kórház és Észak-budai Egyesített Kórházak (NEAK kód: 2880)";"02";"Sebészet";85;85;85;0;85;85;2791;2426;299;66;160;31025;15528;5,53;50,05;2,36;2017;"Központi eü. intézmény"
"0106";"0106 Szent János Kórház és Észak-budai Egyesített Kórházak (NEAK kód: 2880)";"04";"Szülészet-nogyógyászat";40;40;40;0;40;40;4445;4390;55;0;1668;14600;14131;3,2;96,79;0;2017;"Központi eü. intézmény"
"0106";"0106 Szent János Kórház és Észak-budai Egyesített Kórházak (NEAK kód: 2880)";"05";"Csecsemo- és gyermekgyógyászat";77;77;77;0;77;77;4796;4548;240;8;535;28105;15817;3,33;56,28;0,17;2017;"Központi eü. intézmény"
"0106";"0106 Szent János Kórház és Észak-budai Egyesített Kórházak (NEAK kód: 2880)";"06";"Fül-orr-gégegyógyászat";16;16;16;0;16;16;1280;1260;17;3;74;5840;3766;2,94;64,49;0,23;2017;"Központi eü. intézmény"
"0106";"0106 Szent János Kórház és Észak-budai Egyesített Kórházak (NEAK kód: 2880)";"07";"Szemészet";15;15;15;0;15;15;1771;1765;6;0;1231;5475;2930;1,65;53,52;0;2017;"Központi eü. intézmény"
"0106";"0106 Szent János Kórház és Észak-budai Egyesített Kórházak (NEAK kód: 2880)";"09";"Neurológia";55;55;55;0;55;55;2279;1774;418;87;0;20075;15722;6,86;78,32;3,82;2017;"Központi eü. intézmény"
"0106";"0106 Szent János Kórház és Észak-budai Egyesített Kórházak (NEAK kód: 2880)";"10";"Ortopédia-traumatológia";158;158;158;0;158;158;5515;4753;690;72;494;57670;33405;6,07;57,92;1,31;2017;"Központi eü. intézmény"
"0106";"0106 Szent János Kórház és Észak-budai Egyesített Kórházak (NEAK kód: 2880)";"11";"Urológia";30;30;30;0;30;30;1519;1480;28;11;478;10950;5169;3,38;47,21;0,72;2017;"Központi eü. intézmény"
"0106";"0106 Szent János Kórház és Észak-budai Egyesített Kórházak (NEAK kód: 2880)";"15";"Aneszteziológiai és intenzív betegellátás";13;13;13;0;13;13;571;80;321;170;0;4745;2659;4,67;56,04;29,77;2017;"Központi eü. intézmény"
"0106";"0106 Szent János Kórház és Észak-budai Egyesített Kórházak (NEAK kód: 2880)";"17";"Arc-, állcsont- és szájsebészet";8;8;8;0;8;8;523;512;11;0;105;2920;1312;2,51;44,93;0;2017;"Központi eü. intézmény"
"0106";"0106 Szent János Kórház és Észak-budai Egyesített Kórházak (NEAK kód: 2880)";"18";"Pszichiátria";56;56;56;0;58,5;58,5;1047;668;375;4;0;21340;15096;14,21;70,74;0,38;2017;"Központi eü. intézmény"
"0106";"0106 Szent János Kórház és Észak-budai Egyesített Kórházak (NEAK kód: 2880)";"40";"Kardiológia";36;36;36;0;36;36;2574;1989;452;133;0;13140;14703;5,72;111,89;5,17;2017;"Központi eü. intézmény"
"0109";"0109 Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet (NEAK kód: 2878)";"01";"Belgyógyászat";285;277;245;8;285;271,5;6121;5073;640;408;0;99082;67301;10,96;67,92;6,67;2017;"Központi eü. intézmény"
"0109";"0109 Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet (NEAK kód: 2878)";"02";"Sebészet";67;57;57;10;67;57;1867;1600;247;20;5;20805;9870;5,27;47,44;1,07;2017;"Központi eü. intézmény"
"0109";"0109 Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet (NEAK kód: 2878)";"04";"Szülészet-nogyógyászat";72;72;72;0;72;72;4028;3993;33;2;1069;26280;12717;3,15;48,39;0,05;2017;"Központi eü. intézmény"
"0109";"0109 Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet (NEAK kód: 2878)";"05";"Csecsemo- és gyermekgyógyászat";12;10;10;2;12;10;490;438;48;4;0;3650;1359;2,84;37,23;0,82;2017;"Központi eü. intézmény"
"0109";"0109 Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet (NEAK kód: 2878)";"06";"Fül-orr-gégegyógyászat";20;20;20;0;20;20;975;967;8;0;0;7300;2656;2,72;36,38;0;2017;"Központi eü. intézmény"
"0109";"0109 Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet (NEAK kód: 2878)";"07";"Szemészet";0;0;0;0;0;0;1283;1283;0;0;1279;0;1283;1;NA;0;2017;"Központi eü. intézmény"
"0109";"0109 Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet (NEAK kód: 2878)";"09";"Neurológia";40;40;40;0;40;40;1049;862;165;22;0;14600;8546;8,13;58,53;2,1;2017;"Központi eü. intézmény"
"0109";"0109 Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet (NEAK kód: 2878)";"10";"Ortopédia-traumatológia";107;107;107;0;107;107;4962;4373;478;111;371;39055;36125;7,27;92,5;2,24;2017;"Központi eü. intézmény"
"0109";"0109 Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet (NEAK kód: 2878)";"11";"Urológia";0;0;0;0;0;0;32;32;0;0;31;0;32;1;NA;0;2017;"Központi eü. intézmény"
"0109";"0109 Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet (NEAK kód: 2878)";"12";"Onkológia, onkoradiológia";38;38;38;0;38;38;5287;5263;17;7;0;13870;10672;2,02;76,94;0,13;2017;"Központi eü. intézmény"
"0109";"0109 Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet (NEAK kód: 2878)";"15";"Aneszteziológiai és intenzív betegellátás";33;29;29;4;33;27,8;897;162;437;298;0;10149;7435;8,38;73,26;33,22;2017;"Központi eü. intézmény"
"0109";"0109 Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet (NEAK kód: 2878)";"16";"Infektológia";273;190;135;83;273;173,2;6749;6483;138;128;0;63215;38423;5,68;60,78;1,9;2017;"Központi eü. intézmény"
"0109";"0109 Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet (NEAK kód: 2878)";"18";"Pszichiátria";64;64;34;0;64;59;1223;698;487;38;0;21530;12800;10,6;59,45;3,11;2017;"Központi eü. intézmény"
"0109";"0109 Dél-pesti Centrumkórház - Országos Hematológiai és Infektológiai Intézet (NEAK kód: 2878)";"20";"Plasztikai- és égéssebészet";21;21;21;0;21;21;632;597;32;3;0;7665;4704;7,4;61,37;0,47;2017;"Központi eü. intézmény"
"0112";"0112 Bajcsy-Zsilinszky Kórház és Rendelointézet (NEAK kód: 2873)";"01";"Belgyógyászat";163;163;163;0;163;163;6213;4585;841;787;8;59495;46432;7,47;78,04;12,67;2017;"Központi eü. intézmény"
"0112";"0112 Bajcsy-Zsilinszky Kórház és Rendelointézet (NEAK kód: 2873)";"02";"Sebészet";92;72;72;20;92;81,9;3815;3303;392;120;758;29900;17858;4,69;59,73;3,15;2017;"Központi eü. intézmény"
"0112";"0112 Bajcsy-Zsilinszky Kórház és Rendelointézet (NEAK kód: 2873)";"04";"Szülészet-nogyógyászat";40;40;40;0;40;40;5883;5866;17;0;2723;14600;13439;2,28;92,05;0;2017;"Központi eü. intézmény"
"0112";"0112 Bajcsy-Zsilinszky Kórház és Rendelointézet (NEAK kód: 2873)";"05";"Csecsemo- és gyermekgyógyászat";4;4;4;0;4;4;384;384;0;0;1;1460;625;1,63;42,81;0;2017;"Központi eü. intézmény"
"0112";"0112 Bajcsy-Zsilinszky Kórház és Rendelointézet (NEAK kód: 2873)";"06";"Fül-orr-gégegyógyászat";19;19;19;0;19;19;1694;1654;36;4;283;6935;4204;2,48;60,62;0,24;2017;"Központi eü. intézmény"
"0112";"0112 Bajcsy-Zsilinszky Kórház és Rendelointézet (NEAK kód: 2873)";"07";"Szemészet";20;20;20;0;20;20;2659;2654;5;0;2057;7300;3985;1,5;54,59;0;2017;"Központi eü. intézmény"
"0112";"0112 Bajcsy-Zsilinszky Kórház és Rendelointézet (NEAK kód: 2873)";"09";"Neurológia";40;40;40;0;40;40;1208;975;151;82;0;14600;9140;7,51;62,6;6,79;2017;"Központi eü. intézmény"
"0112";"0112 Bajcsy-Zsilinszky Kórház és Rendelointézet (NEAK kód: 2873)";"11";"Urológia";23;23;23;0;23;23;1202;1175;24;3;351;8395;5039;4,17;60,02;0,25;2017;"Központi eü. intézmény"
"0112";"0112 Bajcsy-Zsilinszky Kórház és Rendelointézet (NEAK kód: 2873)";"12";"Onkológia, onkoradiológia";15;15;15;0;15;15;1586;1558;10;18;0;5475;3203;2,02;58,5;1,13;2017;"Központi eü. intézmény"
"0112";"0112 Bajcsy-Zsilinszky Kórház és Rendelointézet (NEAK kód: 2873)";"15";"Aneszteziológiai és intenzív betegellátás";18;13;13;5;18;13;620;70;431;119;0;4745;2855;4,6;60,17;19,19;2017;"Központi eü. intézmény"
"0112";"0112 Bajcsy-Zsilinszky Kórház és Rendelointézet (NEAK kód: 2873)";"40";"Kardiológia";70;55;55;15;70;55;3021;2758;191;72;630;20075;11674;3,88;58,15;2,38;2017;"Központi eü. intézmény"
"0112";"0112 Bajcsy-Zsilinszky Kórház és Rendelointézet (NEAK kód: 2873)";"46";"Sürgosségi betegellátás";4;4;4;0;4;4;1623;1556;2;65;0;1460;1629;1;111,58;4;2017;"Központi eü. intézmény"
"0115";"0115 Jahn Ferenc Dél-pesti Kórház (NEAK kód: 2879)";"01";"Belgyógyászat";211;211;211;0;211;211;7241;5274;1249;718;90;77015;56307;7,76;73,11;9,92;2017;"Központi eü. intézmény"
"0115";"0115 Jahn Ferenc Dél-pesti Kórház (NEAK kód: 2879)";"02";"Sebészet";50;50;50;0;50;50;2983;2480;442;61;47;18250;15338;5,11;84,04;2,04;2017;"Központi eü. intézmény"
"0115";"0115 Jahn Ferenc Dél-pesti Kórház (NEAK kód: 2879)";"04";"Szülészet-nogyógyászat";52;52;52;0;52;52;5654;5625;24;5;1337;18980;16371;2,89;86,25;0,09;2017;"Központi eü. intézmény"
"0115";"0115 Jahn Ferenc Dél-pesti Kórház (NEAK kód: 2879)";"05";"Csecsemo- és gyermekgyógyászat";25;25;25;0;25;25;513;513;0;0;4;9125;3220;6,17;35,29;0;2017;"Központi eü. intézmény"
"0115";"0115 Jahn Ferenc Dél-pesti Kórház (NEAK kód: 2879)";"06";"Fül-orr-gégegyógyászat";20;20;20;0;20;20;1801;1768;22;11;159;7300;6209;3,41;85,05;0,61;2017;"Központi eü. intézmény"
"0115";"0115 Jahn Ferenc Dél-pesti Kórház (NEAK kód: 2879)";"07";"Szemészet";15;15;15;0;15;15;2454;2453;1;0;2060;5475;2716;1,11;49,61;0;2017;"Központi eü. intézmény"
"0115";"0115 Jahn Ferenc Dél-pesti Kórház (NEAK kód: 2879)";"09";"Neurológia";82;82;82;0;82;82;2504;1894;500;110;0;29930;17727;7,08;59,23;4,39;2017;"Központi eü. intézmény"
"0115";"0115 Jahn Ferenc Dél-pesti Kórház (NEAK kód: 2879)";"11";"Urológia";45;45;45;0;45;45;3668;3619;40;9;896;16425;11829;3,23;72,02;0,25;2017;"Központi eü. intézmény"
"0115";"0115 Jahn Ferenc Dél-pesti Kórház (NEAK kód: 2879)";"15";"Aneszteziológiai és intenzív betegellátás";18;14;14;4;18;14;727;58;424;245;1;5110;3959;5,45;77,48;33,7;2017;"Központi eü. intézmény"
"0115";"0115 Jahn Ferenc Dél-pesti Kórház (NEAK kód: 2879)";"18";"Pszichiátria";29;29;29;0;29;29;680;302;376;2;0;10585;5972;8,73;56,42;0,29;2017;"Központi eü. intézmény"
"0115";"0115 Jahn Ferenc Dél-pesti Kórház (NEAK kód: 2879)";"40";"Kardiológia";56;56;56;0;56;56;2173;1690;306;177;1;20440;16995;7,78;83,15;8,15;2017;"Központi eü. intézmény"
"0115";"0115 Jahn Ferenc Dél-pesti Kórház (NEAK kód: 2879)";"46";"Sürgosségi betegellátás";8;8;8;0;8;8;4464;4221;106;137;0;2920;4483;1;153,53;3,07;2017;"Központi eü. intézmény"
"0116";"0116 Péterfy Kórház-Rendelointézet Országos Traumatológiai Intézet (NEAK kód: 2886)";"01";"Belgyógyászat";212;212;212;0;212;212;7114;5746;892;476;1;77380;54326;7,59;70,21;6,69;2017;"Központi eü. intézmény"
"0116";"0116 Péterfy Kórház-Rendelointézet Országos Traumatológiai Intézet (NEAK kód: 2886)";"02";"Sebészet";48;48;48;0;48;48;2050;1864;150;36;227;17520;10450;5,08;59,65;1,76;2017;"Központi eü. intézmény"
"0116";"0116 Péterfy Kórház-Rendelointézet Országos Traumatológiai Intézet (NEAK kód: 2886)";"04";"Szülészet-nogyógyászat";35;35;35;0;35;35;3410;3398;12;0;859;12775;9953;2,93;77,91;0;2017;"Központi eü. intézmény"
"0116";"0116 Péterfy Kórház-Rendelointézet Országos Traumatológiai Intézet (NEAK kód: 2886)";"05";"Csecsemo- és gyermekgyógyászat";34;34;34;0;34;34;774;773;1;0;0;12410;7430;9,39;59,87;0;2017;"Központi eü. intézmény"
"0116";"0116 Péterfy Kórház-Rendelointézet Országos Traumatológiai Intézet (NEAK kód: 2886)";"06";"Fül-orr-gégegyógyászat";16;16;16;0;16;16;1459;1449;9;1;1;5840;4697;3,2;80,43;0,07;2017;"Központi eü. intézmény"
"0116";"0116 Péterfy Kórház-Rendelointézet Országos Traumatológiai Intézet (NEAK kód: 2886)";"07";"Szemészet";22;22;22;0;22;22;4034;4019;15;0;3142;8030;5721;1,42;71,25;0;2017;"Központi eü. intézmény"
"0116";"0116 Péterfy Kórház-Rendelointézet Országos Traumatológiai Intézet (NEAK kód: 2886)";"09";"Neurológia";40;40;40;0;40;40;1248;1118;88;42;0;14600;8370;6,74;57,33;3,37;2017;"Központi eü. intézmény"
"0116";"0116 Péterfy Kórház-Rendelointézet Országos Traumatológiai Intézet (NEAK kód: 2886)";"10";"Ortopédia-traumatológia";281;281;281;0;281;281;12587;11705;775;107;1559;102565;54806;4,34;53,44;0,85;2017;"Központi eü. intézmény"
"0116";"0116 Péterfy Kórház-Rendelointézet Országos Traumatológiai Intézet (NEAK kód: 2886)";"11";"Urológia";40;40;40;0;40;40;2177;2080;85;12;618;14600;9030;4,1;61,85;0,55;2017;"Központi eü. intézmény"
"0116";"0116 Péterfy Kórház-Rendelointézet Országos Traumatológiai Intézet (NEAK kód: 2886)";"12";"Onkológia, onkoradiológia";30;30;30;0;30;30;1188;1169;7;12;0;10950;2506;2,11;22,89;1,01;2017;"Központi eü. intézmény"
"0116";"0116 Péterfy Kórház-Rendelointézet Országos Traumatológiai Intézet (NEAK kód: 2886)";"15";"Aneszteziológiai és intenzív betegellátás";35;35;35;0;35;35;1309;440;626;243;1;12775;7147;5,4;55,95;18,56;2017;"Központi eü. intézmény"
"0116";"0116 Péterfy Kórház-Rendelointézet Országos Traumatológiai Intézet (NEAK kód: 2886)";"18";"Pszichiátria";40;40;40;0;40;40;1205;973;231;1;0;14600;10658;8,83;73;0,08;2017;"Központi eü. intézmény"
"0116";"0116 Péterfy Kórház-Rendelointézet Országos Traumatológiai Intézet (NEAK kód: 2886)";"46";"Sürgosségi betegellátás";44;44;44;0;44;44;4976;4612;348;16;0;16060;7478;1,5;46,56;0,32;2017;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház (NEAK kód: 2891)";"01";"Belgyógyászat";124;124;124;0;124;124;3926;3080;516;330;0;45260;32751;8,31;72,36;8,41;2017;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház (NEAK kód: 2891)";"02";"Sebészet";49;49;49;0;49;49;2833;2423;374;36;413;17885;11979;4,21;66,98;1,27;2017;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház (NEAK kód: 2891)";"04";"Szülészet-nogyógyászat";60;60;60;0;60;60;3781;3760;20;1;1166;21900;13718;3,65;62,64;0,03;2017;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház (NEAK kód: 2891)";"06";"Fül-orr-gégegyógyászat";22;22;22;0;22;22;745;726;17;2;46;8030;2407;3,23;29,98;0,27;2017;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház (NEAK kód: 2891)";"07";"Szemészet";20;20;20;0;20;20;2534;2528;6;0;1774;7300;3346;1,31;45,84;0;2017;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház (NEAK kód: 2891)";"09";"Neurológia";45;45;45;0;45;45;1393;1161;183;49;0;16425;12219;8,8;74,39;3,52;2017;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház (NEAK kód: 2891)";"10";"Ortopédia-traumatológia";70;70;70;0;70;70;5601;4525;1066;10;1517;25550;19478;3,47;76,23;0,18;2017;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház (NEAK kód: 2891)";"11";"Urológia";32;32;32;0;32;32;2435;2390;37;8;713;11680;9107;3,77;77,97;0,33;2017;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház (NEAK kód: 2891)";"12";"Onkológia, onkoradiológia";100;100;100;0;100;100;1085;1041;16;28;0;36500;14858;13,96;40,71;2,58;2017;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház (NEAK kód: 2891)";"15";"Aneszteziológiai és intenzív betegellátás";13;13;13;0;13;13;618;31;500;87;0;4745;2603;4,27;54,86;14,08;2017;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház (NEAK kód: 2891)";"19";"Tüdogyógyászat";30;30;30;0;30;30;698;587;51;60;0;10950;5754;8,16;52,55;8,6;2017;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház (NEAK kód: 2891)";"20";"Plasztikai- és égéssebészet";5;5;5;0;5;5;74;74;0;0;7;1825;190;2,57;10,41;0;2017;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház (NEAK kód: 2891)";"40";"Kardiológia";40;40;40;0;40;40;2390;1793;526;71;459;14600;9603;4,05;65,77;2,97;2017;"Központi eü. intézmény"
"0118";"0118 Uzsoki utcai Kórház (NEAK kód: 2891)";"46";"Sürgosségi betegellátás";8;8;8;0;8;8;2094;1784;270;40;0;2920;2057;0,98;70,45;1,91;2017;"Központi eü. intézmény"
"0119";"0119 Nyíro Gyula Országos Pszichiátriai és Addiktológiai Intézet (NEAK kód: 2887)";"01";"Belgyógyászat";77;67;67;10;77;52,5;1856;1247;459;150;0;19144;14875;8,06;77,7;8,08;2017;"Központi eü. intézmény"
"0119";"0119 Nyíro Gyula Országos Pszichiátriai és Addiktológiai Intézet (NEAK kód: 2887)";"02";"Sebészet";0;0;0;0;0;0;52;52;0;0;52;0;52;1;NA;0;2017;"Központi eü. intézmény"
"0119";"0119 Nyíro Gyula Országos Pszichiátriai és Addiktológiai Intézet (NEAK kód: 2887)";"04";"Szülészet-nogyógyászat";0;0;0;0;0;0;243;243;0;0;239;0;243;1;NA;0;2017;"Központi eü. intézmény"
"0119";"0119 Nyíro Gyula Országos Pszichiátriai és Addiktológiai Intézet (NEAK kód: 2887)";"09";"Neurológia";35;35;35;0;35;35;1066;839;197;30;0;12775;8388;7,92;65,66;2,81;2017;"Központi eü. intézmény"
"0119";"0119 Nyíro Gyula Országos Pszichiátriai és Addiktológiai Intézet (NEAK kód: 2887)";"15";"Aneszteziológiai és intenzív betegellátás";9;6;6;3;9;6;324;66;145;113;0;2190;1591;4,92;72,65;34,88;2017;"Központi eü. intézmény"
"0119";"0119 Nyíro Gyula Országos Pszichiátriai és Addiktológiai Intézet (NEAK kód: 2887)";"18";"Pszichiátria";152;152;152;0;152;152;3434;918;2511;5;0;55480;36258;10,56;65,35;0,15;2017;"Központi eü. intézmény"
"0122";"0122 Heim Pál Országos Gyermekgyógyászati Intézet (NEAK kód: 2877)";"05";"Csecsemo- és gyermekgyógyászat";388;388;388;0;388;388;20439;19500;925;14;1177;141620;67431;3,27;47,61;0,07;2017;"Központi eü. intézmény"
"0122";"0122 Heim Pál Országos Gyermekgyógyászati Intézet (NEAK kód: 2877)";"13";"Fog- és szájsebészet";0;0;0;0;0;0;221;219;2;0;202;0;220;1;NA;0;2017;"Központi eü. intézmény"
"0122";"0122 Heim Pál Országos Gyermekgyógyászati Intézet (NEAK kód: 2877)";"23";"Gyermek- és ifjúságpszichiátria";15;15;15;0;15;15;521;479;42;0;0;5475;3530;6,78;64,47;0;2017;"Központi eü. intézmény"
"0122";"0122 Heim Pál Országos Gyermekgyógyászati Intézet (NEAK kód: 2877)";"46";"Sürgosségi betegellátás";46;46;46;0;46;46;4180;3813;367;0;0;16790;6315;1,51;37,61;0;2017;"Központi eü. intézmény"
"0123";"0123 Magyarországi Református Egyház Bethesda Gyermekkórháza (NEAK kód: 2872)";"05";"Csecsemo- és gyermekgyógyászat";117;117;117;0;117;117;6476;6229;242;5;412;42705;22607;3,47;52,94;0,08;2017;"Egyházi intézmény"
"0123";"0123 Magyarországi Református Egyház Bethesda Gyermekkórháza (NEAK kód: 2872)";"13";"Fog- és szájsebészet";0;0;0;0;0;0;126;126;0;0;124;0;126;1;NA;0;2017;"Egyházi intézmény"
"0123";"0123 Magyarországi Református Egyház Bethesda Gyermekkórháza (NEAK kód: 2872)";"20";"Plasztikai- és égéssebészet";10;10;10;0;10;10;216;211;5;0;2;3650;1741;8,12;47,7;0;2017;"Egyházi intézmény"
"0123";"0123 Magyarországi Református Egyház Bethesda Gyermekkórháza (NEAK kód: 2872)";"46";"Sürgosségi betegellátás";8;8;8;0;8;8;537;535;2;0;0;2920;995;1,85;34,08;0;2017;"Egyházi intézmény"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"01";"Belgyógyászat";313;313;313;0;313;313;16029;13476;1920;633;454;114245;97390;6,06;85,25;3,95;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"02";"Sebészet";314;314;314;0;314;314;14653;11383;3161;109;971;114610;72600;4,99;63,35;0,74;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"04";"Szülészet-nogyógyászat";200;200;200;0;200;200;16570;16511;57;2;5584;73000;69675;4,19;95,45;0,01;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"05";"Csecsemo- és gyermekgyógyászat";316;313;313;3;316;313,1;18123;17393;671;59;199;114287;81312;4,48;71,15;0,33;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"06";"Fül-orr-gégegyógyászat";28;28;28;0;28;28;2310;2287;22;1;81;10220;6699;2,91;65,55;0,04;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"07";"Szemészet";60;60;60;0;60;60;10473;10463;10;0;7065;21900;16020;1,53;73,15;0;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"08";"Bor- és nemibeteg";33;33;33;0;33;33;1655;1635;20;0;8;12045;6940;4,19;57,62;0;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"09";"Neurológia";94;94;94;0;85,3;85,3;3144;2648;377;119;0;31130;24852;7,83;79,83;3,78;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"10";"Ortopédia-traumatológia";88;88;88;0;88;88;3773;3671;101;1;458;32120;23395;6,19;72,84;0,03;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"11";"Urológia";40;40;40;0;40;40;3024;2979;38;7;72;14600;9583;3,17;65,64;0,23;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"12";"Onkológia, onkoradiológia";177;177;177;0;177;177;9610;9268;130;212;89;64605;31464;3,26;48,7;2,21;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"13";"Fog- és szájsebészet";0;0;0;0;0;0;440;439;1;0;435;0;439;1;NA;0;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"15";"Aneszteziológiai és intenzív betegellátás";78;78;78;0;78;78;3549;307;2871;371;1;28470;18154;5,1;63,77;10,45;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"17";"Arc-, állcsont- és szájsebészet";26;26;26;0;26;26;1092;1077;14;1;231;9490;3871;3,55;40,79;0,09;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"18";"Pszichiátria";189;189;189;0;189;189;2595;2455;132;8;0;68985;44135;16,92;63,98;0,31;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"19";"Tüdogyógyászat";80;80;80;0;80;80;3208;2640;442;126;0;29200;26314;8,18;90,12;3,93;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"23";"Gyermek- és ifjúságpszichiátria";20;20;20;0;20;20;540;538;2;0;0;7300;4613;8,54;63,19;0;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"40";"Kardiológia";50;50;50;0;50;50;10950;10216;631;103;5480;18250;19884;1,82;108,95;0,94;2017;"Egyetem"
"0140";"0140 Semmelweis Egyetem (NEAK kód: 2915)";"46";"Sürgosségi betegellátás";16;16;16;0;16;16;7119;3002;4059;58;12;5840;4046;0,57;69,28;0,81;2017;"Egyetem"
"0152";"0152 Országos Sportegészségügyi Intézet (NEAK kód: 2910)";"10";"Ortopédia-traumatológia";40;40;27;0;40;36,2;2033;1943;90;0;286;13196;4303;2,12;32,61;0;2017;"Központi eü. intézmény"
"0153";"0153 Országos Reumatológiai és Fizioterápiás Intézet (NEAK kód: 2907)";"01";"Belgyógyászat";20;20;20;0;20;20;480;471;9;0;0;7300;4552;9,49;62,36;0;2017;"Központi eü. intézmény"
"0153";"0153 Országos Reumatológiai és Fizioterápiás Intézet (NEAK kód: 2907)";"14";"Reumatológia";170;170;170;0;170;170;4137;4121;15;1;0;62050;49238;11,91;79,35;0,02;2017;"Központi eü. intézmény"
"0153";"0153 Országos Reumatológiai és Fizioterápiás Intézet (NEAK kód: 2907)";"15";"Aneszteziológiai és intenzív betegellátás";5;5;5;0;5;5;216;207;9;0;0;1825;1679;7,77;92;0;2017;"Központi eü. intézmény"
"0154";"0154 Országos Onkológiai Intézet (NEAK kód: 2906)";"02";"Sebészet";88;88;88;0;88;88;4897;4586;303;8;1;32120;20905;4,28;65,08;0,16;2017;"Központi eü. intézmény"
